@relation logs_classification_test_data

@attribute ERROR numeric
@attribute default numeric
@attribute info numeric
@attribute jar numeric
@attribute java numeric
@attribute maven numeric
@attribute remote numeric
@attribute springframework numeric
@attribute storm numeric
@attribute test numeric
@attribute xml numeric
@attribute @@class@@ {androidsdk,buildconfig,buildconfig2,buildout,checkstyle,compile,compile_clj,crash,dependency,findbugs,git,incompatibility,itestfailure,javadoc,license,lint,other,passed,pmd,rat,sphinx,testfailure,testfailure_clj}

@data
{4 0.118997,6 0.02981,11 buildconfig}
{4 0.118997,6 0.02981,11 buildconfig}
{4 0.118997,6 0.02981,11 buildconfig}
{0 1.241029,4 0.118997,6 0.027179,8 2.162507,10 0.301083,11 buildconfig}
{0 1.241029,4 0.118997,6 0.02981,8 2.162507,10 0.301083,11 buildconfig}
{4 0.118997,6 0.02981,11 buildconfig}
{4 0.118997,6 0.02981,11 buildconfig}
{4 0.118997,6 0.02981,11 buildconfig}
{4 0.118997,6 0.02981,11 buildconfig}
{0 1.278802,4 0.118997,6 0.02981,8 3.526897,10 0.903249,11 buildconfig}
{0 1.278802,4 0.118997,6 0.025998,8 3.526897,10 0.903249,11 buildconfig}
{0 1.477956,2 5.637312,4 0.188606,5 0.756809,6 0.026205,9 0.533962,10 0.699093,11 buildconfig}
{0 1.278802,4 0.118997,6 0.025998,8 3.526897,10 0.903249,11 buildconfig}
{0 1.260426,4 0.118997,6 0.025998,8 2.162507,10 0.699093,11 buildconfig}
{0 1.278802,4 0.118997,6 0.025945,8 3.526897,10 0.903249,11 buildconfig}
{0 1.260426,4 0.118997,6 0.02981,8 2.162507,10 0.699093,11 buildconfig}
{0 1.278802,4 0.118997,6 0.02981,8 3.526897,10 0.903249,11 buildconfig}
{0 1.260426,4 0.118997,6 0.025998,8 2.162507,10 0.699093,11 buildconfig}
{0 1.278802,4 0.118997,6 0.025998,8 3.526897,10 0.903249,11 buildconfig}
{0 1.278802,4 0.118997,6 0.025998,8 3.526897,10 0.903249,11 buildconfig}
{0 2.266709,4 0.118997,5 1.416422,6 0.027136,10 2.000352,11 buildconfig}
{0 2.266709,4 0.118997,5 1.416422,6 0.026103,10 2.000352,11 buildconfig}
{0 2.266709,4 0.118997,5 1.416422,6 0.026873,10 2.000352,11 buildconfig}
{0 2.404524,4 0.118997,5 0.25227,6 0.029836,7 8.670706,9 0.533962,10 2.393118,11 buildconfig2}
{0 1.707024,4 0.118997,5 1.051946,6 0.025998,7 4.610065,9 0.533962,10 1.114139,11 buildconfig2}
{0 2.515716,4 0.118997,5 1.723732,6 0.025998,7 8.890406,9 0.533962,10 2.5332,11 buildconfig2}
{0 1.241029,6 0.027179,7 0.948967,10 0.301083,11 buildconfig2}
{0 1.278802,6 0.025998,7 1.504078,9 0.423155,10 0.301083,11 buildconfig2}
{0 1.278802,5 0.25227,6 0.025998,9 0.423155,10 0.699093,11 buildconfig2}
{0 1.278802,6 0.029836,7 1.504078,9 0.423155,10 0.301083,11 buildconfig2}
{0 1.358478,6 0.025998,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.358478,6 0.026962,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.385869,6 0.027706,7 3.008155,9 0.423155,10 0.699093,11 buildconfig2}
{0 1.358478,6 0.025998,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.358478,6 0.027667,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.358478,6 0.025998,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.358478,6 0.025998,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.358478,6 0.025998,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.358478,6 0.025998,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.358478,6 0.025945,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.358478,6 0.025945,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.358478,6 0.025945,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.358478,6 0.025945,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.358478,6 0.025945,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.358478,6 0.026736,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.358478,6 0.025945,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.358478,6 0.025945,7 2.453045,9 0.423155,10 0.602166,11 buildconfig2}
{0 1.109331,2 1.298472,3 1.791579,4 0.960481,5 2.08309,6 0.030508,9 1.390825,11 buildout}
{0 1.008913,2 1.298472,3 1.780372,4 0.93946,5 2.075883,6 0.029836,9 1.369421,11 buildout}
{0 1.137271,2 1.298472,3 1.791579,4 0.975152,5 2.08309,6 0.030018,9 1.390825,11 buildout}
{0 1.12358,2 1.298472,3 1.791579,4 0.971001,5 2.08309,6 0.030044,9 1.390825,11 buildout}
{0 1.150444,2 1.298472,3 1.791579,4 0.979777,5 2.08309,6 0.029836,9 1.390825,11 buildout}
{0 1.150444,2 1.298472,3 1.791579,4 0.983165,5 2.08309,6 0.029836,9 1.390825,11 buildout}
{0 1.150444,2 1.298472,3 1.789366,4 0.980914,5 2.080703,6 0.029836,9 1.346757,11 buildout}
{0 1.150444,2 1.298472,3 1.789366,4 0.964891,5 2.080703,6 0.030623,9 1.346757,11 buildout}
{0 1.175388,2 1.298472,3 1.789366,4 0.971001,5 2.080703,6 0.029836,9 1.346757,11 buildout}
{0 1.150444,2 1.298472,3 1.789366,4 0.980346,5 2.080703,6 0.029836,9 1.346757,11 buildout}
